id,timeAtServer,aircraft,latitude,longitude,baroAltitude,geoAltitude,numMeasurements,measurements
5759,10.53400016,1023,51.67810472,4.782485962,11277.6,11369.04,5,"[[436,11518078671,112],[322,11517952828,120],[394,11518261562,73],[115,11518450015,59],[13,11518096203,82]]"
116927,214.941,354,51.65101132,4.760284424,11582.4,11681.46,4,"[[436,215921575750,107],[322,215921448453,101],[394,215921759750,79],[13,215921582281,85]]"
50432,91.75600004,953,51.54689026,5.509866251,11887.2,12039.6,6,"[[436,92741457734,71],[394,92741632109,109],[322,92741669515,121],[238,92741819953,33],[115,92741821625,60],[13,92741655328,79]]"
187239,345.1620002,2075,51.50166321,4.3014443889999985,11041.38,11178.54,4,"[[322,346133594859,101],[436,346133837343,49],[394,346134024734,34],[13,346133717500,88]]"
182359,336.2350001000001,354,51.68701172,4.390893885,11590.02,11681.46,4,"[[436,337223076203,60],[322,337222790875,43],[394,337223261687,37],[13,337223019406,91]]"
205018,377.839,354,51.69914246,4.263437632,11597.64,11689.08,4,"[[436,378814081015,95],[322,378813747656,110],[394,378814266750,58],[13,378814007031,90]]"
80564,147.559,354,51.62726968,4.962768555,11582.4,11681.46,4,"[[436,148541525984,127],[394,148541708718,77],[322,148541490062,118],[13,148541576359,67]]"
30225,55.46500015,1023,51.75302124,4.8895098710000005,11285.22,11376.66,4,"[[322,56448692281,107],[394,56448972484,51],[436,56448794343,68],[13,56448850046,44]]"
154899,285.0780001,354,51.67195129,4.547374828,11582.4,11673.84,5,"[[436,286053046406,108],[322,286052826171,85],[394,286053231390,66],[115,286053418234,56],[13,286053013750,76]]"
51564,93.76300001,953,51.54469299,5.5161759660000005,11887.2,12039.6,5,"[[436,94749111000,68],[238,94749473265,35],[322,94749326015,108],[394,94749285375,106],[13,94749310406,84]]"
174059,321.1370001,354,51.68252563,4.437288851,11582.4,11673.84,4,"[[436,322122485812,78],[322,322122219250,83],[394,322122671078,37],[13,322122435687,104]]"
89127,163.095,354,51.63510132,4.91690146,11590.02,11689.08,5,"[[322,164081402937,106],[394,164081643484,76],[436,164081460500,66],[115,164081831593,39],[13,164081500687,79]]"
83176,152.293,354,51.62960815,4.949415052,11582.4,11681.46,4,"[[322,153271361531,127],[436,153271403984,119],[394,153271586859,52],[13,153271451281,86]]"
172598,318.5480001,2075,51.55155945,4.314657675,10972.8,11117.58,4,"[[436,319528481750,85],[322,319528223125,121],[394,319528669078,70],[13,319528378000,82]]"
121943,223.99500010000003,354,51.65380446,4.732513428,11582.4,11681.46,4,"[[436,224971975718,87],[322,224971836343,127],[394,224972159906,79],[13,224971976859,91]]"
6343,11.60500002,1023,51.67991638,4.785065522,11277.6,11369.04,4,"[[436,12578089968,132],[322,12577964687,133],[394,12578272859,84],[13,12578108515,71]]"
14154,26.05299997,953,51.61949546,5.302200317,11887.2,12031.98,5,"[[322,27037515156,126],[436,27037409218,110],[394,27037585562,70],[115,27037775656,59],[13,27037551500,54]]"
47836,87.08300018,354,51.59536743,5.1444223760000005,11597.64,11704.32,5,"[[436,88069762718,89],[322,88069811484,120],[394,88069944187,64],[115,88070132640,33],[13,88069856250,33]]"
128050,235.3150001,354,51.65715622,4.699020386,11582.4,11681.46,5,"[[436,236292181562,97],[115,236292553328,0],[322,236292027187,74],[394,236292365953,69],[13,236292176031,98]]"
213279,393.086,354,51.70358276,4.217116897,11597.64,11689.08,4,"[[436,394063882390,90],[322,394063533625,92],[394,394064068375,37],[13,394063802718,78]]"
57308,104.026,354,51.60436598,5.093688965,11597.64,11704.32,4,"[[436,105000421828,84],[322,105000446875,116],[394,105000603765,63],[13,105000502656,50]]"
132486,243.655,354,51.65971659,4.673156738,11582.4,11681.46,5,"[[322,244641675484,120],[436,244641841046,62],[394,244642025531,62],[115,244642212750,42],[13,244641830750,90]]"
132487,243.655,354,51.65971659,4.673156738,11582.4,11673.84,5,"[[322,244641675484,120],[436,244641841046,62],[394,244642025531,62],[115,244642212750,42],[13,244641830750,90]]"
144279,265.4960001,354,51.66622925,4.607131546000001,11590.02,11681.46,4,"[[436,266482160750,106],[322,266481966156,120],[394,266482345453,57],[13,266482138375,105]]"
208755,384.76,354,51.70119463,4.241867065,11597.64,11689.08,4,"[[322,385743740234,94],[436,385744080828,104],[394,385744266562,28],[13,385744004187,87]]"
97074,177.582,354,51.64030431,4.872970581000001,11574.78,11673.84,5,"[[436,178571302171,111],[322,178571224875,119],[394,178571485531,74],[115,178571673437,62],[13,178571332703,72]]"
31842,58.36400008,354,51.57997261,5.23109436,11590.02,11696.7,4,"[[322,59340128687,114],[436,59340039468,125],[394,59340220187,58],[13,59340155703,62]]"
56504,102.6000001,354,51.60369873,5.097507786,11597.64,11696.7,4,"[[436,103580185296,70],[322,103580212343,39],[394,103580367203,41],[13,103580267203,68]]"
216190,398.467,354,51.70510502,4.200897217,11605.26,11696.7,4,"[[322,399433490921,72],[394,399434030718,49],[436,399433844796,91],[13,399433763187,58]]"
13504,24.84899998,1023,51.70198059,4.816539868,11285.22,11376.66,4,"[[322,25823183812,103],[436,25823302312,127],[394,25823483984,61],[13,25823332421,70]]"
33292,60.99300003,953,51.58099365,5.4126224,11887.2,12039.6,5,"[[322,61973420171,116],[436,61973257843,97],[115,61973623156,49],[394,61973433312,85],[13,61973428531,55]]"
41613,75.99500012,953,51.56442416,5.459976196,11887.2,12039.6,5,"[[436,76972242953,83],[322,76972429390,99],[394,76972418000,107],[115,76972607609,71],[13,76972426578,39]]"
238844,439.289,646,50.63640529999999,5.72031382,11277.6,11460.48,6,"[[436,440268754890,104],[322,440269065359,52],[412,440269042073,5],[394,440268808703,88],[115,440268889625,81],[13,440268747703,123]]"
83757,153.3240001,354,51.63015592,4.946212769,11582.4,11681.46,5,"[[436,154291552671,124],[322,154291508796,118],[394,154291735578,72],[115,154291923687,51],[13,154291599281,38]]"
12847,23.61400008,354,51.56130516,5.335845947,11582.4,11689.08,4,"[[436,24589358546,121],[322,24589496343,61],[394,24589538046,61],[13,24589503750,58]]"
43922,80.16600013,354,51.59170532,5.164910394,11597.64,11704.32,5,"[[436,81149754968,87],[322,81149813500,83],[394,81149936312,48],[115,81150124796,43],[13,81149853859,59]]"
134535,247.45900010000003,354,51.66082764,4.662137418,11582.4,11673.84,5,"[[436,248432287984,81],[394,248432472500,59],[322,248432117406,125],[115,248432659781,48],[13,248432275546,87]]"
167451,309.0550001000001,2075,51.56931214,4.319381714,10972.8,11117.58,4,"[[436,310023680609,67],[322,310023416265,130],[394,310023867812,22],[13,310023582406,90]]"
259453,476.3330002,1752,51.1038208,4.742753312,10965.18,11125.2,5,"[[436,477322765875,95],[322,477322787828,82],[394,477322938890,35],[115,477323096968,51],[13,477322578890,96]]"
259454,476.3330002,1752,51.1038208,4.742753312,10965.18,11132.82,5,"[[436,477322765875,95],[322,477322787828,82],[394,477322938890,35],[115,477323096968,51],[13,477322578890,96]]"
147339,271.161,354,51.66787720000001,4.590206662,11590.02,11681.46,5,"[[436,272132445140,84],[322,272132243140,130],[394,272132629875,62],[115,272132816937,58],[13,272132419718,101]]"
158237,291.556,354,51.67382813,4.527851826,11582.4,11673.84,4,"[[436,292522363453,101],[394,292522548515,72],[322,292522134843,66],[13,292522327562,65]]"
112399,206.7720001,354,51.64863716,4.784698486,11582.4,11681.46,4,"[[436,207761444500,118],[394,207761628375,77],[322,207761328156,135],[13,207761456093,72]]"
64710,117.5340002,354,51.61148071,5.053339778,11597.64,11696.7,4,"[[436,118510327843,105],[322,118510333953,80],[394,118510510140,66],[13,118510398937,79]]"
64711,117.5340002,354,51.61148071,5.053339778,11597.64,11704.32,4,"[[436,118510327843,105],[322,118510333953,80],[394,118510510140,66],[13,118510398937,79]]"
159113,293.335,354,51.67433399,4.522628784,11582.4,11673.84,5,"[[322,294322024328,58],[394,294322440375,71],[436,294322255343,100],[115,294322627187,50],[13,294322218531,72]]"
11193,20.62199998,388,51.08591371,4.19921875,11567.16,11727.18,4,"[[394,21598542218,76],[436,21598365828,111],[322,21598238062,129],[13,21598103812,113]]"
46055,83.94099998,953,51.55577087,5.484553157000001,11887.2,12039.6,5,"[[436,84925466921,88],[322,84925666171,103],[394,84925641671,114],[115,84925831203,77],[13,84925657515,47]]"
25420,46.69300008,953,51.59687805,5.367192449,11887.2,12039.6,4,"[[436,47674630984,73],[394,47674806859,109],[322,47674770250,124],[13,47674789828,52]]"
25421,46.69300008,953,51.59687805,5.367192449,11887.2,12031.98,4,"[[436,47674630984,73],[394,47674806859,109],[322,47674770250,124],[13,47674789828,52]]"
11358,20.90200019,1023,51.69542216,4.8072052,11285.22,11376.66,4,"[[436,21883238406,89],[322,21883117843,127],[394,21883420500,100],[13,21883265078,48]]"
138326,254.335,1752,50.95747608,5.429840088,10965.18,11140.44,5,"[[436,255310734578,92],[322,255310995015,92],[394,255310865843,97],[115,255311004765,79],[13,255310733640,65]]"
170527,314.8330002,354,51.6806651,4.456863403,11582.4,11673.84,4,"[[436,315812944578,97],[322,315812686015,133],[394,315813129812,59],[13,315812897453,84]]"
78910,144.503,354,51.6255938,4.972305298,11590.02,11689.08,4,"[[322,145491072703,114],[436,145491104421,115],[394,145491287078,68],[13,145491156750,78]]"
18067,33.12800002,354,51.56634521,5.3075841960000005,11582.4,11689.08,4,"[[436,34109382000,93],[322,34109506531,75],[394,34109561906,79],[13,34109519093,72]]"
166243,306.77,1752,50.99258423,5.266682393,10965.18,11132.82,5,"[[436,307751126343,60],[394,307751273609,50],[322,307751336031,108],[115,307751418812,63],[13,307751076640,115]]"
17064,31.32599998,953,51.61363220000001,5.319164379,11887.2,12031.98,4,"[[322,32308126406,89],[436,32308012031,48],[394,32308188234,51],[13,32308158421,86]]"
17065,31.32599998,953,51.61363220000001,5.319164379,11887.2,12039.6,4,"[[322,32308126406,89],[436,32308012031,48],[394,32308188234,51],[13,32308158421,86]]"
203757,375.4690001,1752,51.03813171,5.053933633,10965.18,11132.82,4,"[[436,376451717421,111],[322,376451853515,82],[394,376451878703,29],[13,376451602765,140]]"
47503,86.46900009999997,1023,51.80484009,4.963593354,11285.22,11376.66,4,"[[322,87454209671,118],[436,87454294734,86],[394,87454468343,78],[13,87454374734,35]]"
227116,418.3070002,1752,51.06617556,4.921722412,10965.18,11132.82,4,"[[436,419277020562,129],[322,419277108578,86],[394,419277187750,60],[13,419276869890,79]]"
16920,31.04900002,354,51.56533813,5.313374287,11582.4,11689.08,4,"[[436,32029194156,90],[322,32029321515,110],[394,32029373906,85],[13,32029333000,84]]"
150113,276.29,354,51.66938782,4.574617953,11590.02,11681.46,5,"[[436,277272790734,86],[322,277272581984,144],[394,277272975562,59],[115,277273162562,61],[13,277272762687,85]]"
59577,108.092,953,51.52885825,5.56098938,11887.2,12039.6,5,"[[436,109080361000,83],[394,109080534562,70],[322,109080598828,120],[115,109080723890,53],[13,109080573406,43]]"
181019,333.825,646,50.6945343,5.380702662999999,11277.6,11460.48,5,"[[322,334811309640,79],[436,334811067718,61],[412,334811422697,36],[394,334811165750,65],[13,334810975484,50]]"
11033,20.34500003,1173,50.60449219,6.133695904,11894.82,12024.36,5,"[[436,21327294890,106],[394,21327285562,89],[322,21327664828,87],[238,21327488343,28],[13,21327369203,84]]"
11034,20.34500003,1173,50.60449219,6.133695904,11894.82,12016.74,5,"[[436,21327294890,106],[394,21327285562,89],[322,21327664828,87],[238,21327488343,28],[13,21327369203,84]]"
4478,8.310000181,354,51.55307007,5.381890374,11582.4,11689.08,5,"[[436,9299268281,146],[322,9299427218,104],[394,9299447062,87],[238,9299636328,48],[13,9299426625,47]]"
17287,31.75400019,953,51.61317444,5.320426322,11887.2,12031.98,4,"[[322,32733059015,109],[394,32733120125,71],[436,32732943937,85],[13,32733090718,59]]"
17288,31.75400019,953,51.61317444,5.320426322,11887.2,12039.6,4,"[[322,32733059015,109],[394,32733120125,71],[436,32732943937,85],[13,32733090718,59]]"
140798,258.92400000000004,354,51.66427871,4.627227783,11590.02,11681.46,5,"[[436,259912271281,76],[394,259912456046,72],[115,259912643187,51],[322,259912085531,132],[13,259912252578,85]]"
172673,318.6790001,354,51.68179321,4.445157438,11582.4,11673.84,5,"[[394,319653391953,49],[436,319653206718,71],[322,319652943187,137],[115,319653578531,49],[13,319653157734,90]]"
162501,299.7950001000001,2075,51.58666992,4.323936669,10972.8,11117.58,4,"[[436,300768266812,97],[322,300767996921,136],[394,300768453953,36],[13,300768173921,76]]"
13108,24.071000100000006,354,51.56153792,5.33454895,11582.4,11689.08,4,"[[436,25059329937,118],[322,25059467046,101],[394,25059509390,70],[13,25059474703,60]]"
140222,257.8740001,354,51.66394043,4.630514609,11590.02,11681.46,4,"[[322,258842355937,123],[436,258842540406,99],[394,258842725000,64],[13,258842522140,87]]"
44327,80.86300015,953,51.5591172,5.475082397,11887.2,12039.6,4,"[[322,81842905734,111],[436,81842711437,121],[394,81842886312,111],[13,81842899312,56]]"
52361,95.18799996,354,51.59966420000001,5.120010376000001,11597.64,11704.32,5,"[[436,96169969609,86],[322,96170007031,96],[394,96170151281,67],[115,96170339656,49],[13,96170056984,63]]"
166538,307.3640001,354,51.67843059,4.479598998999999,11582.4,11673.84,4,"[[436,308332902156,101],[322,308332653109,120],[394,308333087312,58],[13,308332858515,38]]"
247961,455.789,1752,51.09052238,4.806137085,10965.18,11132.82,4,"[[436,456772574421,60],[322,456772619671,120],[394,456772745609,55],[13,456772398265,112]]"
150734,277.405,1752,50.97293143,5.358123779,10972.8,11148.06,5,"[[322,278376111359,96],[394,278376011390,61],[436,278375872328,78],[115,278376153250,87],[13,278375850531,88]]"
133480,245.4660001,354,51.66023254,4.668001742,11582.4,11673.84,4,"[[436,246452080906,60],[322,246451912953,126],[394,246452265343,68],[13,246452069578,56]]"
158759,292.5900002,646,50.71689412,5.2480316160000005,11285.22,11468.1,5,"[[394,293563146546,62],[115,293563258937,42],[436,293563034750,123],[322,293563244703,60],[13,293562903062,93]]"
146452,269.49,1752,50.96763611,5.382632694,10972.8,11140.44,5,"[[436,270475810031,103],[322,270476056531,80],[394,270475946562,79],[115,270476087453,84],[13,270475795468,109]]"
108430,199.381,1752,50.92037395,5.600128174,10965.18,11140.44,5,"[[436,200360280078,128],[322,200360586015,54],[394,200360388359,112],[115,200360518781,79],[13,200360324343,79]]"
141717,260.6290002,1752,50.96168518,5.410246977999999,10965.18,11140.44,5,"[[322,261595993921,39],[394,261595872671,64],[115,261596012453,51],[436,261595739187,126],[13,261595732687,98]]"
10562,19.43700004,175,50.86101985,5.599975586,10988.04,11178.54,5,"[[436,20404042015,89],[322,20404343859,96],[394,20404140421,103],[115,20404261859,67],[13,20404065234,103]]"
160941,296.865,1752,50.98596605,5.297470093,10965.18,11132.82,5,"[[322,297851270765,87],[436,297851051031,115],[394,297851195656,71],[115,297851339781,76],[13,297851010828,108]]"
244431,449.457,1752,51.08647156,4.825447701,10965.18,11132.82,4,"[[394,450432532125,45],[436,450432361546,106],[322,450432414078,105],[13,450432189218,121]]"
112724,207.355,354,51.64883423,4.782764332,11582.4,11681.46,5,"[[436,208331616671,109],[394,208331800578,65],[322,208331499593,45],[115,208331988171,83],[13,208331627921,103]]"
243253,447.3700001,1752,51.08512232,4.831924438,10972.8,11140.44,5,"[[436,448357253468,102],[322,448357308328,110],[394,448357423796,46],[115,448357580296,46],[13,448357082421,118]]"
129007,237.2350001,1752,50.94607544,5.482623126,10972.8,11148.06,5,"[[436,238220830109,94],[322,238221105734,83],[115,238221091609,38],[394,238220955078,94],[13,238220844140,76]]"
235466,433.24,1752,51.07585842,4.875717163,10965.18,11132.82,4,"[[436,434222410578,111],[322,434222481562,95],[394,434222579484,50],[13,434222248843,93]]"
2585,4.762000083999999,1023,51.66800289,4.7681427,11277.6,11369.04,5,"[[436,5747987406,104],[115,5748358890,63],[322,5747858750,120],[394,5748170843,81],[13,5747999953,66]]"
139461,256.5050001,1752,50.9589192,5.422973633,10965.18,11140.44,4,"[[436,257490726312,131],[322,257490984750,85],[394,257490858406,103],[13,257490723421,107]]"
42285,77.24500012,354,51.59012099,5.173950195,11590.02,11696.7,5,"[[322,78209938296,113],[394,78210056953,49],[436,78209875640,75],[115,78210245406,45],[13,78209976859,44]]"
144755,266.3970001,1752,50.96557617,5.392282847000001,10972.8,11148.06,5,"[[322,267381054093,87],[436,267380804750,115],[115,267381080656,97],[394,267380940203,90],[13,267380792953,95]]"
130175,239.375,2075,51.69923944,4.353713989,10972.8,11117.58,5,"[[436,240352596656,79],[322,240352292937,127],[394,240352782125,42],[115,240352968625,50],[13,240352536609,67]]"
138919,255.49500010000003,1752,50.95825195,5.426132615,10965.18,11140.44,5,"[[436,256470974953,102],[322,256471234296,94],[394,256471106656,93],[115,256471245703,78],[13,256470972968,79]]"
81108,148.5190001,354,51.62759555,4.960861206000001,11582.4,11681.46,5,"[[436,149491031953,80],[322,149490994687,130],[394,149491214750,70],[115,149491402921,37],[13,149491081703,66]]"
10160,18.70000005,953,51.62768555,5.278633736000001,11887.2,12031.98,4,"[[436,19689607031,83],[394,19689783500,46],[322,19689701015,131],[13,19689743593,69]]"
189546,349.352,646,50.68606567,5.430586531,11269.98,11452.86,4,"[[436,350328310140,101],[394,350328402500,86],[322,350328563421,52],[13,350328231843,78]]"
152578,280.8210001,1752,50.97523499,5.347595215,10972.8,11140.44,5,"[[322,281801154484,85],[394,281801058921,75],[436,281800918843,77],[115,281801201187,65],[13,281800893812,56]]"
15529,28.51800013,354,51.56395864,5.321044922,11582.4,11689.08,4,"[[436,29489296843,76],[322,29489427796,56],[394,29489476500,61],[13,29489437812,83]]"
31565,57.88900018,354,51.57975769,5.232461465,11590.02,11696.7,4,"[[436,58859939000,107],[394,58860119671,43],[322,58860028875,65],[13,58860055546,91]]"
55163,100.22,175,50.90515137,5.3519749,10972.8,11155.68,5,"[[322,101205617890,91],[436,101205380531,118],[115,101205643296,89],[394,101205509796,81],[13,101205333187,114]]"
31678,58.06700015,175,50.88221741,5.481212719,10980.42,11170.92,5,"[[436,59049567734,115],[394,59049682390,120],[322,59049840500,60],[115,59049810171,85],[13,59049558921,75]]"
32171,58.977,175,50.88275974,5.478134155,10980.42,11170.92,5,"[[436,59964700187,139],[322,59964972265,88],[394,59964815234,117],[115,59964943125,74],[13,59964690640,78]]"
155437,286.089,354,51.67219259,4.544754028,11590.02,11681.46,5,"[[436,287062776781,97],[322,287062555234,107],[394,287062961718,72],[115,287063148625,50],[13,287062743625,55]]"
49373,89.81700015,397,51.19028382,4.1797637939999985,11498.58,11628.12,5,"[[436,90799801203,64],[322,90799638171,89],[394,90799982140,29],[115,90800146062,64],[13,90799570375,77]]"
81076,148.4690001,175,50.93133545,5.203733702,10965.18,11148.06,5,"[[436,149456245828,85],[322,149456438562,122],[394,149456388171,82],[115,149456527125,79],[13,149456150671,108]]"
146888,270.326,354,51.66764832,4.59280478,11590.02,11681.46,4,"[[436,271302479609,95],[322,271302278703,122],[394,271302664359,66],[13,271302454640,95]]"
59883,108.605,175,50.90976004,5.32623291,10972.8,11155.68,5,"[[322,109580632953,67],[436,109580403093,107],[394,109580534843,57],[412,109580883777,40],[13,109580347625,76]]"
149650,275.428,2075,51.63198853,4.33581378,10965.18,11109.96,4,"[[436,276413007703,80],[394,276413194343,39],[322,276412723484,144],[13,276412928500,86]]"
136119,250.2710001,1752,50.95477605,5.4422760010000015,10965.18,11140.44,4,"[[394,251240838921,59],[436,251240709015,94],[322,251240973140,100],[13,251240711687,83]]"
84191,154.112,354,51.63062144,4.943695068,11582.4,11681.46,4,"[[436,155101315500,120],[322,155101270421,119],[394,155101498390,73],[13,155101361531,88]]"
117514,216.056,354,51.65133719,4.757080078,11590.02,11689.08,4,"[[436,217031675437,110],[322,217031546687,70],[394,217031859500,52],[13,217031681343,111]]"
181222,334.1850002,1752,51.010849,5.181761046,10972.8,11140.44,4,"[[436,335156328765,123],[322,335156509906,80],[394,335156482453,56],[13,335156252843,118]]"
60709,110.1040001,175,50.91059875,5.321317106,10972.8,11155.68,5,"[[436,111085465734,74],[322,111085694250,94],[394,111085597968,115],[115,111085732687,80],[13,111085408828,98]]"
145893,268.467,354,51.6671184,4.598007202,11590.02,11681.46,4,"[[322,269452031406,141],[394,269452414609,69],[436,269452229921,113],[13,269452205937,93]]"
225800,415.8800001,2075,51.36937028,4.266967773,11277.6,11422.38,4,"[[322,416859407859,115],[436,416859609375,82],[394,416859795265,29],[13,416859444640,83]]"
244201,449.0310001,1752,51.08615112,4.827006572,10965.18,11132.82,4,"[[436,450007266421,88],[322,450007319390,84],[394,450007436890,60],[13,450007094343,73]]"
128061,235.332,1752,50.94474792,5.48885861,10965.18,11132.82,4,"[[322,236310869000,77],[394,236310715875,86],[436,236310591750,109],[13,236310607343,77]]"
45975,83.81200004,175,50.89631653,5.4019330000000005,10972.8,11163.3,5,"[[436,84799993343,104],[322,84800244890,60],[394,84800117265,78],[115,84800248656,34],[13,84799961359,88]]"
45976,83.81200004,175,50.89631653,5.4019330000000005,10972.8,11155.68,5,"[[436,84799993343,104],[322,84800244890,60],[394,84800117265,78],[115,84800248656,34],[13,84799961359,88]]"
222974,410.898,2075,51.37875366,4.269376188,11277.6,11422.38,5,"[[436,411869556781,93],[322,411869352484,149],[394,411869742890,29],[115,411869916875,38],[13,411869395265,105]]"
45485,82.94700003,953,51.5568827,5.481414795,11887.2,12039.6,4,"[[436,83922795312,106],[394,83922970062,63],[322,83922992921,106],[13,83922985031,53]]"
10444,19.20900011,1173,50.60512219,6.130074166,11894.82,12016.74,4,"[[436,20196632562,105],[394,20196623765,75],[322,20197002078,66],[13,20196706296,74]]"
10445,19.20900011,1173,50.60512219,6.130074166,11894.82,12024.36,4,"[[436,20196632562,105],[394,20196623765,75],[322,20197002078,66],[13,20196706296,74]]"
190054,350.2910001,646,50.68556446,5.433654785,11277.6,11460.48,4,"[[436,351277814765,103],[394,351277906781,91],[322,351278068687,64],[13,351277737312,101]]"
29520,54.14499998,175,50.88006592,5.493164062999999,10988.04,11178.54,4,"[[322,55129776765,86],[436,55129500859,68],[394,55129614031,106],[13,55129495453,90]]"
175151,323.197,1752,51.00351625,5.215835571,10972.8,11140.44,4,"[[436,324186240343,93],[322,324186433078,95],[394,324186391609,64],[13,324186174921,112]]"
131835,242.5,1752,50.9495622,5.466461182000001,10972.8,11148.06,4,"[[436,243480615781,114],[394,243480742734,97],[322,243480886812,87],[13,243480625218,83]]"
34291,62.82000017,175,50.88487244,5.466440562000001,10980.42,11170.92,5,"[[436,63804762343,116],[322,63805031281,95],[394,63804878796,130],[115,63805007296,82],[13,63804749359,100]]"
196997,363.0910001,646,50.67853507,5.474777222,11277.6,11460.48,5,"[[436,364072877453,109],[322,364073140359,75],[394,364072964437,94],[115,364073063843,68],[13,364072811109,65]]"
